
Running time
	10	20	25	30	35	40	50	80	
1	00:00:06.6554911	00:00:05.4804887	00:00:05.7109973	00:00:05.8098831	00:00:05.9427969	00:00:06.4342585	00:00:06.8925389	00:00:09.4929779	
2	00:00:05.7262809	00:00:03.4861511	00:00:03.3527732	00:00:03.3905307	00:00:03.4496891	00:00:03.8043027	00:00:04.3501772	00:00:07.4489220	
4	00:00:03.9339801	00:00:02.5964300	00:00:02.3878041	00:00:02.5058759	00:00:02.6801333	00:00:02.8568126	00:00:03.4044933	00:00:06.1651334	
6	00:00:03.7223026	00:00:02.3684474	00:00:02.3828250	00:00:02.5366739	00:00:02.6721994	00:00:02.9655697	00:00:03.6727402	00:00:06.3632422	
8	00:00:04.2042409	00:00:02.6877913	00:00:02.6648011	00:00:02.7543330	00:00:03.0948883	00:00:03.2762928	00:00:03.9555686	00:00:06.6585851	

Number of times a thread has waited for work
	10	20	25	30	35	40	50	80	
1	0	0	0	0	0	0	0	0	
2	980	654	469	476	487	589	907	1393	
4	3114	3659	4600	6975	8490	9177	9539	5748	
6	3825	9261	14913	17053	18500	19494	17493	10014	
8	4166	16100	21558	23735	26030	27163	24250	13088	

Number of times a thread has completed a computational kernel
	10	20	25	30	35	40	50	80	
1	249083	46203	28834	19178	13634	11622	7383	3838	
2	249083	46203	28834	19178	13634	11622	7383	3838	
4	249083	46203	28834	19178	13634	11622	7383	3838	
6	249083	46203	28834	19178	13634	11622	7383	3838	
8	249083	46203	28834	19178	13634	11622	7383	3838	

Number of times a thread has received work from a secondary producer (in pipelined mode)
	10	20	25	30	35	40	50	80	
1	0	0	0	0	0	0	0	0	
2	713	527	567	506	426	405	398	132	
4	2694	2573	2205	1850	1380	1278	706	288	
6	4822	5390	3818	2481	1676	1430	748	383	
8	6405	7551	4019	2660	1741	1444	778	454	

Number of times threads have waited to long for a pulse / waited to long for a pulse when producer was completed
	10	20	25	30	35	40	50	80	
1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
8	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
