
Running time
	10	20	25	30	35	40	50	80	
1	00:00:22.3450219	00:00:17.1081132	00:00:16.9441622	00:00:17.6501893	00:00:17.4054270	00:00:17.8177422	00:00:19.0809702	00:00:24.5486342	
2	00:00:15.9788063	00:00:10.4829407	00:00:09.6049279	00:00:11.0740892	00:00:09.4410296	00:00:09.5855437	00:00:10.0082687	00:00:13.0291335	
4	00:00:11.7306924	00:00:06.3679388	00:00:06.0229246	00:00:07.4265965	00:00:05.6375439	00:00:05.5003785	00:00:06.2113282	00:00:10.5776734	
6	00:00:11.4898083	00:00:05.3243182	00:00:04.9991230	00:00:05.8710281	00:00:04.5699450	00:00:04.6321255	00:00:05.5917146	00:00:10.4633692	
8	00:00:11.7394091	00:00:05.1349244	00:00:04.6258137	00:00:05.5713633	00:00:04.5514569	00:00:04.5880996	00:00:05.6259498	00:00:10.5831423	

Number of times a thread has waited for work
	10	20	25	30	35	40	50	80	
1	0	0	0	0	0	0	0	0	
2	911	1032	972	884	799	742	651	703	
4	2640	5083	5215	4987	4974	5204	5491	7035	
6	3458	9261	10671	12460	13064	15113	17466	14659	
8	4382	12373	16964	21241	24987	27853	28810	21633	

Number of times a thread has completed a computational kernel
	10	20	25	30	35	40	50	80	
1	868587	136561	75543	49493	33507	24185	14933	6194	
2	868587	136561	75543	49493	33507	24185	14933	6194	
4	868587	136561	75543	49493	33507	24185	14933	6194	
6	868587	136561	75543	49493	33507	24185	14933	6194	
8	868587	136561	75543	49493	33507	24185	14933	6194	

Number of times a thread has received work from a secondary producer (in pipelined mode)
	10	20	25	30	35	40	50	80	
1	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	0	
6	0	0	0	0	0	0	0	0	
8	0	0	0	0	0	0	0	0	

Number of times threads have waited to long for a pulse / waited to long for a pulse when producer was completed
	10	20	25	30	35	40	50	80	
1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
8	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
