
Running time
	10	20	30	40	50	60	70	80	90	100	150	
0	00:00:35.8563197	00:00:29.5357176	00:00:29.8057341	00:00:31.6184896	00:00:34.2092617	00:00:37.0635647	00:00:39.9031507	00:00:44.0062164	00:00:47.4304994	00:00:49.2774706	00:01:07.3689986	

Number of times a thread has waited for work
	10	20	30	40	50	60	70	80	90	100	150	
0	0	0	0	0	0	0	0	0	0	0	0	

Number of times a thread has completed a computational kernel
	10	20	30	40	50	60	70	80	90	100	150	
0	0	0	0	0	0	0	0	0	0	0	0	

Number of times a thread has received work from a secondary producer (in pipelined mode)
	10	20	30	40	50	60	70	80	90	100	150	
0	0	0	0	0	0	0	0	0	0	0	0	

Number of times threads have waited to long for a pulse / waited to long for a pulse when producer was completed
	10	20	30	40	50	60	70	80	90	100	150	
0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	
